timestamp,co2_ppm,temperature,humidity
14:48:29,423,26.83074951171875,28.9337158203125
14:48:29,407,26.462249755859375,29.498291015625
14:48:29,419,26.213912963867188,29.94537353515625
14:48:29,416,25.960235595703125,30.3253173828125
14:48:29,421,25.738601684570312,30.7708740234375
14:48:29,418,25.530319213867188,31.182861328125
14:50:24,435,26.865463256835938,29.0191650390625
14:50:24,581,26.430206298828125,29.5654296875
14:50:24,522,26.277999877929688,30.72357177734375
14:50:24,485,26.051025390625,31.06842041015625
14:50:24,470,25.82672119140625,31.37054443359375
14:50:24,455,25.610427856445312,31.62689208984375
14:50:24,454,25.39947509765625,31.89239501953125
14:50:24,451,25.209884643554688,32.1197509765625
14:50:24,449,25.028305053710938,32.39593505859375
14:50:24,448,24.854736328125,32.6507568359375
14:50:24,445,24.699859619140625,32.855224609375
14:50:24,445,24.5770263671875,33.09173583984375
14:50:24,443,24.435501098632812,33.282470703125
14:50:24,442,24.33135986328125,33.48846435546875
14:50:24,439,24.1925048828125,33.63037109375
14:50:24,439,24.093704223632812,33.819580078125
14:50:24,437,23.997573852539062,33.98590087890625
14:50:24,434,23.912124633789062,34.14154052734375
14:50:24,434,23.826675415039062,34.2987060546875
14:50:24,434,23.7652587890625,34.37347412109375
14:50:24,433,23.674468994140625,34.4757080078125
14:50:24,433,23.62640380859375,34.61151123046875
14:50:24,434,23.524932861328125,34.61151123046875
14:50:24,433,23.492889404296875,34.82208251953125
14:50:24,433,23.450164794921875,34.86328125
14:50:24,433,23.404769897460938,35.02349853515625
14:50:24,433,23.34869384765625,35.03265380859375
14:50:24,433,23.340682983398438,35.13336181640625
14:50:24,432,23.308639526367188,35.20355224609375
14:50:24,431,23.265914916992188,35.19744873046875
14:50:24,432,23.244552612304688,35.3240966796875
14:50:24,432,23.215179443359375,35.3118896484375
14:50:24,432,23.191146850585938,35.42327880859375
14:50:24,431,23.180465698242188,35.4248046875
14:50:24,431,23.15643310546875,35.479736328125
14:50:24,431,23.121719360351562,35.53619384765625
14:50:24,432,23.100357055664062,35.56671142578125
14:50:24,432,23.087005615234375,35.57281494140625
14:50:24,432,23.065643310546875,35.61248779296875
14:50:24,431,23.065643310546875,35.61248779296875
14:50:24,431,23.0389404296875,35.64300537109375
14:50:24,431,23.022918701171875,35.7421875
14:50:24,431,23.02825927734375,35.7025146484375
14:50:24,430,22.96417236328125,35.76507568359375
14:50:24,430,22.926788330078125,35.81695556640625
14:50:24,429,22.918777465820312,35.7452392578125
14:50:24,429,22.913436889648438,35.83221435546875
14:50:24,430,22.894744873046875,35.8978271484375
14:50:24,429,22.8680419921875,35.8123779296875
14:50:24,429,22.862701416015625,35.870361328125
14:50:24,428,22.8253173828125,35.96038818359375
14:50:24,429,22.830657958984375,35.9222412109375
14:50:24,428,22.795944213867188,35.9588623046875
14:50:24,427,22.798614501953125,35.96343994140625
14:50:24,427,22.795944213867188,35.99700927734375
14:50:24,427,22.787933349609375,35.95428466796875
14:50:24,427,22.81463623046875,36.0198974609375
14:50:24,427,22.785263061523438,36.01837158203125
14:50:24,427,22.7825927734375,35.96343994140625
14:50:24,427,22.769241333007812,36.00616455078125
